lat,lng,cleanRent,cleanBeds,listingDate
47.56025,-122.3829,1842.0,1.0,2017-02-05
47.5746,-122.3934,1875.0,2.0,2017-02-05
47.6733,-122.3426,1600.0,2.0,2017-02-05
47.69066,-122.33653,2595.0,4.0,2017-02-05
47.66745,-122.3502,1810.0,1.0,2017-02-05
47.67055,-122.38799,1910.0,1.0,2017-02-05
47.66506,-122.37869,1959.0,1.0,2017-02-05
47.62202,-122.35934,2895.0,2.0,2017-02-05
47.61534,-122.29006,1000.0,0.0,2017-02-05
47.66857,-122.37111,1874.0,1.0,2017-02-05
47.6232,-122.33144,2269.0,1.0,2017-02-05
47.61289,-122.34949,2179.0,1.0,2017-02-05
47.55695,-122.28613,1700.0,1.0,2017-02-05
47.61897,-122.31551,900.0,0.0,2017-02-05
47.66582,-122.36294,950.0,,2017-02-05
47.62265,-122.31921,950.0,0.0,2017-02-05
47.72027,-122.28846,1250.0,2.0,2017-02-05
47.50311,-122.33656,1230.0,1.0,2017-02-05
47.64779,-122.378426,1724.0,1.0,2017-02-05
47.61401,-122.33393,3429.0,1.0,2017-02-05
47.63018,-122.34239,1765.0,1.0,2017-02-05
47.62221,-122.30734,1795.0,1.0,2017-02-05
47.632763,-122.356938,2795.0,2.0,2017-02-05
47.66857,-122.37681,2858.0,2.0,2017-02-05
47.55695,-122.28613,1740.0,1.0,2017-02-05
47.5641,-122.37316,2275.0,1.0,2017-02-05
47.66518,-122.30323,1438.0,0.0,2017-02-05
47.66301,-122.32338,1675.0,1.0,2017-02-05
47.61101,-122.30771,1799.0,1.0,2017-02-05
47.67719,-122.29099,1549.0,0.0,2017-02-05
47.70373,-122.35756,1750.0,2.0,2017-02-05
47.717,-122.3015,1354.0,1.0,2017-02-05
47.66121,-122.31838,1996.0,2.0,2017-02-05
47.70373,-122.35756,1660.0,2.0,2017-02-05
47.66935,-122.3767,2455.0,1.0,2017-02-05
47.72647,-122.32953,1225.0,1.0,2017-02-05
47.5641,-122.37316,2090.0,1.0,2017-02-05
47.67404,-122.3753,3995.0,2.0,2017-02-05
47.61101,-122.30771,1822.0,1.0,2017-02-05
47.63426,-122.34237,1882.0,1.0,2017-02-05
47.67404,-122.3753,2700.0,1.0,2017-02-05
47.67648,-122.31937,1895.0,1.0,2017-02-05
